title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
Zetta $ζ$: An Efficient Closed-Loop Embodied Harness for Self-Evolving Physical Intelligence,2026-08-17,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.16590,https://doi.org/10.48550/arxiv.2608.16590,https://arxiv.org/pdf/2608.16590,10,self-evolution + agent,针对具身智能体在物理执行中缺乏闭环学习的问题，提出Zetta闭环具身框架，通过在线演化基于代码的运行时批评者与恢复技能，同时保持基础策略冻结。采用三时间尺度分离循环实现动作频率治理、回放级批评恢复提议及验证门控技能更新，在LIBERO-Pro和RoboCasa上分别达到90.8%和93.6%成功率，推理加速11.1倍，并展现零样本迁移与涌现的“顿悟时刻”。
Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents,2026-08-15T06:43:56Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.15071v2,https://arxiv.org/pdf/2608.15071v2,24,self-evolution + agent; self-evolving agents,该研究提出Evo-Harness框架，用于自进化智能体在单次任务中从噪声经验中提炼可复用技能。通过上下文到技能编译方法，在五个真实基准上验证了其跨领域适应能力，并系统分析了自我改进的关键因素。
MARL-SI: Mirror Agent Recursive Learning with Convergence-Guaranteed Self-Improvement,2026-08-15,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.21943211,https://doi.org/10.5281/zenodo.21943211,https://doi.org/10.5281/zenodo.21943211,32,self-evolution + agent; self-improving agent; self-improving agents,提出MARL-SI镜像递归学习架构，用于高安全场景下的自进化智能体。通过对称观察者-执行者循环、参数级验证门和版本控制补丁分类，解决批评者滞后与性能回退问题，并基于单调收敛定理提供理论收敛保证。
TimeSage-EV: A Live Benchmark for Agentic Time Series Analysis in Evolving Environments,2026-08-14T12:53:21Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.14270v1,https://arxiv.org/pdf/2608.14270v1,20,self-evolution + agent; self-evolving agent,TimeSage-EV是一个面向演化环境中智能体时间序列分析的实时基准，涵盖60个真实机构场景及1485个问答对，用于评估状态识别、数据总结和前景推理。实验发现前沿大模型智能体存在性能差距，并引入带可复用技能库的自演化智能体TimeSage-1.0，揭示时间有效性、外生情境利用和适应方面的持续失败模式。
Demystifying Agent Skills: Why They Work-Until They Don't,2026-08-14T07:26:38Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.14036v1,https://arxiv.org/pdf/2608.14036v1,20,self-evolution + agent; self-evolving agents,技能作为结构化知识包，能提升大语言模型代理的推理表现，但其作用机制与失效条件尚不明确。通过跨基准、代理框架和模型的受控实验及配对轨迹分析，研究揭示技能通过程序锚定稳定执行（占65.7%案例），而非注入缺失事实；检索池扩大时实际使用精度从29.6%降至3.3%，且技能在脆弱假设或不兼容情境下失效，为可靠自进化代理提供评估指导。
PACE-Bench: Benchmarking Physics Adaptation via Code Evolution in Dynamic Environments,2026-08-14,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.14441,https://doi.org/10.48550/arxiv.2608.14441,https://arxiv.org/pdf/2608.14441,20,self-evolution + agent; self-evolving agents,针对现有自进化智能体评测未覆盖执行条件变化后恢复能力的问题，提出PACE-Bench基准，含六个物理域144对源-目标适应任务。对比十种方法发现，模拟器反馈比无验证自修订更可靠，机制重设计是核心瓶颈。
HELIX: Model-Harness Co-evolution for Recursive Self-Improvement,2026-08-14,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.13951,https://doi.org/10.48550/arxiv.2608.13951,https://arxiv.org/pdf/2608.13951,19,recursive self-improvement; self-evolution + agent,本研究提出HELIX框架，通过模型与运行时工具链的协同进化实现递归自我改进。该方法将智能体系统分解为类型化端口、可复用原子等组件，使干预过程可追溯，并在代码修复任务中验证了其提升任务覆盖率与生成训练数据的能力。
A Self‐Evolving Agentic Framework for Metasurface Inverse Design,2026-08-13,OpenAlex,Laser & Photonics Review,https://doi.org/10.1002/lpor.71739,https://doi.org/10.1002/lpor.71739,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lpor.71739,10,self-evolution + agent,提出一种面向超表面逆向设计的自进化智能体框架，通过耦合编码智能体、可读技能文件与物理评估器，在不更新模型权重的情况下依据求解器反馈迭代技能文件。基准测试显示，该方法将同类任务成功率从38%提升至74%，并显著改善新任务适应性与物理指标达标率。
Beyond Handcrafted Security: Towards Self-Evolving Defense for LLM Agents,2026-08-13,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.12977,https://doi.org/10.48550/arxiv.2608.12977,https://arxiv.org/pdf/2608.12977,10,self-evolution + agent,针对大语言模型智能体运行时防御依赖人工设计、缺乏系统框架的问题，提出基于工具层的自主运行时防御演化框架HARD，自动识别干预策略并依据失败轨迹迭代优化防御构件。实验表明，该方法在提升安全性能的同时保持良性任务效用，将防御开发从手工工程转变为自主演化过程。
AVA-Encoder: Towards Agent-Native Video Representation Learning,2026-08-12T17:58:02Z,arXiv,cs.CV,https://doi.org/10.48550/arxiv.2608.12313,https://arxiv.org/abs/2608.12313v2,https://arxiv.org/pdf/2608.12313v2,8,self-evolution + agent,针对视频创作智能体难以从高质量人类影片中学习的瓶颈，提出智能体视频自编码器（AVA-Encoder），通过智能体自进化驱动的自动编码框架，将视频转化为电影知识图谱表示并重建，以结构化形式捕捉实体、事件及多模态关系，便于智能体理解与操作。重建残差驱动双循环文本梯度优化，联合改进图谱表示与编码器策略，实验显示其性能较外部基线绝对提升20.7个百分点，且策略令牌使用量大幅减少。
SkillZip: Evaluation-Free Skill Compression for Self-Evolving Agents by Discovering Reusable Structure,2026-08-11T15:41:19Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.11079v2,https://arxiv.org/pdf/2608.11079v2,24,self-evolution + agent; self-evolving agents,SkillZip提出了一种免评估的技能压缩方法，通过发现可复用结构来优化自进化Agent的技能管理。该方法将技能压缩形式化为带类型的最小描述长度目标，在满足覆盖约束下提取共享流程和显式异常，支持一次性模式和持续Zip-on-Write模式，无需回放任务或重新解析历史即可高效更新。
MEGA: Self-Evolving Agent Optimization Infrastructure via Wisdom Graph,2026-08-11T05:21:16Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2608.10504,https://arxiv.org/abs/2608.10504v1,https://arxiv.org/pdf/2608.10504v1,24,self-evolution + agent; self-evolving agent,MEGA提出一种自进化Agent优化基础设施，通过智慧图积累可迁移知识。其三层机制分别提炼经验、进行组合推理并多智能体协作优化，利用运行证据驱动知识库与优化轨迹的持续自我进化。
GeoForge: Non-Parametric Self-Evolving Agents for Earth-Observation Reasoning,2026-08-11T05:11:10Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.10494v1,https://arxiv.org/pdf/2608.10494v1,24,self-evolution + agent; self-evolving agents,GeoForge提出一种免训练的自进化框架，将地球观测任务轨迹转化为结构化非参数执行状态，通过工作流图记忆、动作级经验和技能标准程序三类互补记忆检索任务条件先验，并借助安全门控蒸馏循环提升规划能力，无需更新骨干大模型即可在多个地理空间基准上提升任务准确率和工具使用轨迹质量。
Self-evolving Agentic Customer Support System at LinkedIn,2026-08-10T20:51:18Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.10224v1,https://arxiv.org/pdf/2608.10224v1,10,self-evolution + agent,针对企业客服环境动态变化导致静态助手易失效的问题，提出LinkedIn自进化智能体支持系统，结合检索增强生成与自动提示进化及模块化评估框架，实现无需重训基础模型的安全持续改进。离线测试与生产A/B实验显示，该系统显著提升自助服务率与路由准确率，减少幻觉并增强回复完整性。
"SBCO: Self-Supervised, Verifier-Grounded Harness Optimization For Planning Agents",2026-08-10T19:25:59Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2608.10157,https://arxiv.org/abs/2608.10157v1,https://arxiv.org/pdf/2608.10157v1,26,recursive self-improvement; self-evolution + agent; self-improving agents,本研究提出SBCO（自监督块坐标优化器），一种面向规划任务的验证器引导的框架优化方法。该方法通过分解验证器库和框架策略，利用近似块坐标上升法，在固定元智能体且无人工标注下，基于自身分级反馈提升智能体性能。在两个领域上，SBCO以4-5.5倍更低的计算预算，达到或超越定制自修改基线水平。
Rethinking Self-Evolving Agents: Do We Still Need Prescribed Optimization Pipelines?,2026-08-10T14:10:25Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2608.09629,https://arxiv.org/abs/2608.09629v1,https://arxiv.org/pdf/2608.09629v1,24,self-evolution + agent; self-evolving agents,自进化智能体通常依赖预设优化流程，本研究提出开放式优化（OEO）方法，允许优化器在线自主组合改进过程。在8个基准任务中，GPT-5.5驱动的OEO取得12胜1平1负，且仅消耗SkillOpt约34%的交互预算，但能力边界显示预设流程对中等能力优化器仍具必要性。
Tree-of-Experience: Hierarchical Experience Management for Self-Evolving Agents,2026-08-10T02:49:38Z,arXiv,cs.CL,,https://arxiv.org/abs/2608.09044v2,https://arxiv.org/pdf/2608.09044v2,24,self-evolution + agent; self-evolving agents,针对自进化智能体经验管理碎片化、难以关联推理过程的问题，提出树状经验框架（ToE），将经验组织为与分层推理一致的共享树结构，并通过环境结果校准可靠性。在Game of 24和FinEvolveBench上，ToE显著提升问题求解准确率与效率，分别较无经验基线相对提高31.4%和41.24%。
"One Recipe, Many Harnesses: What Self-Evolution Encodes Across Languages and Models",2026-08-10,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.10178,https://doi.org/10.48550/arxiv.2608.10178,https://arxiv.org/pdf/2608.10178,10,self-evolution + agent,本研究通过固定进化配方，在八种编程语言和三种基础模型上系统分析自进化Agent的编码机制。研究发现，进化产物主要补偿模型可恢复的执行缺陷，跨语言共享抽象策略但具体实现各异，且核心部分可迁移至通用框架，而生态边缘需原生再进化。该工作揭示了进化层作为可解释补偿层的本质，受语言工程需求与模型行为缺陷共同塑造。
Beyond the Capability Boundary: Zeroth-Order Optimization for Self-Evolving LLM Agents,2026-08-10,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.09292,https://doi.org/10.48550/arxiv.2608.09292,https://arxiv.org/pdf/2608.09292,10,self-evolution + agent,针对自进化智能体难以突破自身能力边界的问题，提出零阶优化框架，通过扰动LoRA参数并利用损失差估计梯度来更新模型，无需轨迹标注即可适应困难样本。该方法结合并行扰动推理与自适应查找机制，在深度研究基准上显著提升困难任务的轨迹成功率与性能。
OpenLoopEvolve: A Verifiable Self-Evolution Framework for Loop Policies in Long-Horizon Complex Tasks,2026-08-10,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.09380,https://doi.org/10.48550/arxiv.2608.09380,https://arxiv.org/pdf/2608.09380,10,self-evolution + agent,本研究提出OpenLoopEvolve（OLE）自进化框架，将智能体在长时程复杂任务中的循环控制经验建模为可移植策略资产，支持在线与离线两种进化模式，通过大模型自主提案、冠军-挑战者配对评估及稳健发布机制实现策略迭代。在YC-Bench基准上，两种模式均显著提升任务成功率与风险指标，验证了将循环策略作为可治理资产以促进经验积累与复用的有效性。
Entropy-based Code Adversarial Translation for Real-world Repository Migration,2026-08-10,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.09273,https://doi.org/10.48550/arxiv.2608.09273,https://arxiv.org/pdf/2608.09273,8,self-evolution + agent,针对Android到HarmonyOS仓库迁移的长时程挑战，提出基于熵的代码对抗翻译框架ECAT，采用生成器-判别器架构将迁移视为对抗熵最小化，通过代码熵统一度量质量并迭代优化。实验表明ECAT在真实基准上达74.7%迁移质量，优于现有智能体方法，并引入自进化记忆树实现跨仓库知识迁移。
Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses,2026-08-09,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.08466,https://doi.org/10.48550/arxiv.2608.08466,https://arxiv.org/pdf/2608.08466,10,self-evolution + agent,本研究提出分层自改进框架（HSI），让冻结的大语言模型在任务执行、进化器与元进化器三个层级间协同，通过环境反馈重写任务专属的可进化工具链。在BALROG基准上，该方法使中等难度任务性能提升15至39个百分点，并展现出良好的泛化能力，同时揭示了反馈保真度与骨干模型能力对进化效果的双重制约。
TEXA OS: Self Improving Agentic AI and Safe Task Automation,2026-08-08,OpenAlex,International Journal of Creative and Open Research in Engineering and Management,https://doi.org/10.55041/ijcope.v2i8.072,https://doi.org/10.55041/ijcope.v2i8.072,https://doi.org/10.55041/ijcope.v2i8.072,10,self-evolution + agent,TEXA OS是一个自改进的智能体AI平台，旨在充当完整的数字行政助理，而非仅限对话的聊天机器人。它结合自然语言意图理解、自主任务规划与多智能体执行，将用户请求分解为可执行的子任务，并通过网站AI导航模块实现复杂网站的信息检索与安全任务自动化。
A-SR: Self-Evolving Agentic LLMs for Symbolic Regression via Hierarchical Coordination,2026-08-05T14:01:10Z,arXiv,cs.CL,,https://arxiv.org/abs/2608.04872v1,https://arxiv.org/pdf/2608.04872v1,10,self-evolution + agent,提出A-SR框架，通过角色条件化证据视图与分层协调机制实现符号回归中的自进化搜索，将评估反馈路由至不同智能体以优化过程记忆。在LLM-SRBench四个科学域上，Acc@0.01从25.79%提升至48.30%，并在真实任务中取得7/8最佳指标。
InsightEmb: Learning Action-Intent Embeddings for Agentic Insight Retrieval,2026-08-05T12:28:00Z,arXiv,cs.CL,,https://arxiv.org/abs/2608.04761v1,https://arxiv.org/pdf/2608.04761v1,19,self-improving agents; self-evolution + agent,针对自进化代理在决策中检索可复用经验的需求，提出InsightEmb对比嵌入框架，仅用数学推理数据学习面向进展的检索几何，联合对齐具体情境与抽象启发规则，并聚类相似进展结构的轨迹。在动态任务和静态技能检索基准上，无需环境特定训练即超越现有推理嵌入模型，验证了状态-洞察匹配几何的跨域迁移能力。
A/B Agent: A Self-Evolving Agent for Strategy Iteration in Industrial A/B Testing,2026-08-05T09:28:43Z,arXiv,cs.AI,,https://arxiv.org/abs/2608.04625v1,https://arxiv.org/pdf/2608.04625v1,24,self-evolving agent; self-evolution + agent,针对工业推荐系统A/B测试中策略迭代依赖人工且经验难以复用的问题，提出A/B Agent框架，通过分层经验树组织历史策略、多路径Tree-RAG检索生成策略，并利用在线反馈驱动策略自进化，实现闭环优化。离线与在线评估显示，在真实短视频电商场景中GMV提升4.829%，且所有护栏指标均保持正向增益。
Self-Evolving Coding Agents,2026-08-04,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.03392,https://doi.org/10.48550/arxiv.2608.03392,https://doi.org/10.48550/arxiv.2608.03392,34,agent self-evolution; self-evolution + agent; self-evolving agents,该综述系统梳理了自进化编码代理领域，将其与传统编码代理及通用自进化代理区分，提出以对象为中心的演化分类法，并从演化时机与软件证据两个维度补充分析。研究指出可执行反馈、仓库级上下文和编码轨迹使软件工程成为代理自进化的天然领域，同时面临反馈可靠性、基准过拟合等挑战，为设计更自适应可靠的代理系统奠定基础。
GDPevo: Evaluating Agent Self-Evolution on Real Business Tasks,2026-08-04,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.03764,https://doi.org/10.48550/arxiv.2608.03764,https://doi.org/10.48550/arxiv.2608.03764,24,agent self-evolution; self-evolution + agent,该研究提出GDPevo基准，用于评估智能体在真实商业任务中的自我进化能力。其核心机制是规则杂交，将企业工作流分解为原子规则并重组，确保测试收益可归因。实验显示自我进化可提升最高16.44个百分点准确率，但当前智能体能力仍远未达到完全知情上限。
SkillJack: Persistent Skill Backdoors in Self-Evolving Agents,2026-08-04,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.03509,https://doi.org/10.48550/arxiv.2608.03509,https://doi.org/10.48550/arxiv.2608.03509,24,self-evolution + agent; self-evolving agents,针对自进化智能体将交互历史转化为可复用技能的过程，提出首个攻击方法SkillJack，利用经验到技能的转化管道植入持久性恶意行为。实验表明，技能提取使安全检测率从98.5%降至11.4%，攻击成功率最高达89.2%，且80%的攻击在删除原始记录后仍持续存在，揭示了技能进化这一新型攻击面。
"The Path to Recursive Self-Improving Agents: Foundation, Framework, and Future Directions",2026-08-03,OpenAlex,Preprints.org,https://doi.org/10.20944/preprints202608.0051.v1,https://doi.org/10.20944/preprints202608.0051.v1,https://doi.org/10.20944/preprints202608.0051.v1,41,recursive self-improvement; self-evolution + agent; self-improving agent; self-improving agents,该综述系统梳理了自改进智能体系统，提出从手动改进到通用递归自改进的五级分级标准，并构建统一研究框架，涵盖基础模型、智能体框架、数据系统、训练器及耦合改进机制。通过分类学回顾组件内与跨组件协同改进的文献，并指出通向递归自改进智能体的开放研究问题。
RoMeRL: Balancing Feedback Coverage and the Memory-Reward Trap in Self-Evolving Agent Memory via Reduced-Order Utility States,2026-08-03,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.02508,https://doi.org/10.48550/arxiv.2608.02508,https://doi.org/10.48550/arxiv.2608.02508,24,self-evolution + agent; self-evolving agent,针对自进化智能体记忆系统中反馈覆盖不足与记忆-奖励陷阱问题，提出降阶记忆强化学习（RoMeRL）方法，通过固定维度任务记忆状态因子化结果极性与记忆动态，集中反馈于有界效用空间。实验表明，该方法在ALFWorld和LifelongAgentBench上提升任务性能，降低冷Q比80%，反馈密度提高约6倍，记忆规模缩减84.4%，并减少21.1%的LLM调用。
"Benign Alone, Harmful Together: Exploiting Experience Composition in Self-Evolving LLM Agents",2026-08-03,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.01759,https://openalex.org/W7172557893,https://arxiv.org/pdf/2608.01759,22,self-evolution + agent; self-evolving agents,自进化大语言模型代理通过蒸馏交互轨迹积累经验，但单独无害的经验在跨会话组合时可能削弱安全边界。提出EvoBreak攻击方法，利用经验条件顺序攻击，通过良性任务诱导互补经验并联合激活，配合BreakGym合成管道和优化策略，在多个框架和基准上优于现有攻击，揭示良性经验组合是持续攻击面。
Self-Evolving Agentic Reinforcement Meta-Learning Framework for Adaptive Cloud Scheduling under Dynamic Workloads,2026-08-03,OpenAlex,Research Square,https://doi.org/10.21203/rs.3.rs-9303974/v1,https://doi.org/10.21203/rs.3.rs-9303974/v1,https://www.researchsquare.com/article/rs-9303974/latest.pdf,10,self-evolution + agent,针对动态工作负载下的云调度问题，提出一种自进化智能体强化元学习框架。该方法融合智能体与元学习机制，使调度系统能自适应环境变化，贡献在于构建具备自我进化能力的云资源调度方案。
"Quo Vadis, World Modeling?",2026-08-03,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.02713,https://doi.org/10.48550/arxiv.2608.02713,https://doi.org/10.48550/arxiv.2608.02713,9,continually improving agents,该研究提出智能体中心交互式世界代理范式，将世界建模从物理状态预测转向智能体可用信息转换，涵盖六种功能形式，并分析其在推理引导、训练优化和协同进化三个层面的赋能作用，为持续改进智能体提供路线图。
Learning What to Remember and What to Internalize in LLM Self-Evolution via Adaptive Memory-Parameter Coordination,2026-08-02,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.01234,https://openalex.org/W7172559089,https://arxiv.org/pdf/2608.01234,22,agent self-evolution; self-evolution + agent,大型语言模型智能体在动态环境中面临工具接口变化等挑战，现有自进化方法在灵活性（基于外部记忆）与性能（基于参数内化）间存在权衡。为此提出COVE框架，通过任务感知路由、阶段感知调度和知识优化协调两种学习通道，实现更稳健高效的自进化，实验验证其优于单通道策略。
"DiffuseAgent-MI: Distributionally-Grounded,Tool-Integrated Self-Evolving Agents for Faithful Visual Reasoning",2026-08-01,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.00540,https://openalex.org/W7172559332,https://arxiv.org/pdf/2608.00540,36,self-evolution + agent; self-evolving agent; self-evolving agents,针对工具集成视觉语言智能体在组合式多步推理中推理路径与真实计算不一致的问题，提出DiffuseAgent-MI自进化智能体，利用KL最小能量模型约束感知，结合验证器与修复分支提升忠实度，在多个数据集上准确率最高提升5.1点，忠实度指标翻倍。
Correctover Self-Evolving Agent with DeepSeek Integration,2026-08-01,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.21731397,https://doi.org/10.5281/zenodo.21731397,https://doi.org/10.5281/zenodo.21731397,24,self-evolution + agent; self-evolving agent,提出一种自进化AI智能体系统，集成MCP服务器与5种工具，并采用DeepSeek驱动的LLM深度分析层。通过异步多轮工具调用机制，以低成本、快推理的DeepSeek模型替代原有方案，实现端到端验证，在操作系统命令注入检测中达到0.95置信度并准确修复。
Rethinking Self-Evolving Agent Skills: Feedback Dynamics over Multiple Rounds,2026-07-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.02636,https://doi.org/10.48550/arxiv.2608.02636,https://doi.org/10.48550/arxiv.2608.02636,24,self-evolution + agent; self-evolving agent,该研究通过五个基准和三种模型的受控评估框架，探究自进化智能体技能系统中反馈动态的作用。结果显示进化过程稀疏，仅55个候选产生验证最优，且包含失败轨迹的反馈条件更利于技能选择，但收益因模型和基准而异，并非随轮次稳定提升。
AgentStream: How Well Do Self-Evolving LLM Agents Perform Under Streaming Tasks?,2026-07-31,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2608.00155,https://doi.org/10.48550/arxiv.2608.00155,https://doi.org/10.48550/arxiv.2608.00155,22,self-evolution + agent; self-evolving agents,本研究提出AgentStream框架，通过将智能体基准测试组织为可配置任务流，并实例化隔离、顺序和交错三种流式场景，系统评估自进化大语言模型智能体的表现。结果显示，自进化可靠性随场景变化，其收益受模型能力门控且非单调，无单一方法在所有模型和场景中占优，为实际应用中的方法选择提供了指导。
Correctover Self-Evolving Security Audit Agent Architecture,2026-07-31,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.21724267,https://doi.org/10.5281/zenodo.21724267,https://doi.org/10.5281/zenodo.21724267,22,self-evolution + agent; self-evolving agent,提出基于Correctover CCS运行时验证引擎的自进化安全审计代理架构，融合技能结晶、进化协议与红队自动化工具。所有进化步骤经六维验证确保安全边界，形成验证驱动进化的闭环飞轮，强化CCS生态壁垒。
RecHarness: A Bandit-Routed Agentic Harness for Self-Evolving Recommender Systems,2026-07-31,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172473157,https://arxiv.org/pdf/2607.29241,10,self-evolution + agent,提出RecHarness框架，将推荐模型优化拆分为两步：bandit路由器依据历史验证反馈选择修改方向，LLM在选定方向内生成具体假设与代码编辑，并引入跳盆机制应对局部停滞。在多个任务、数据集及模型骨干上，RecHarness较LLM推理搜索更稳定高效，7天在线A/B测试中广告ADVV提升2.084%、收入提升0.534%、曝光提升0.559%。
"Self-Play Meets Skill Evolution: Self-Evolving Search Agents that Pose, Solve, and Remember",2026-07-31,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172474020,https://arxiv.org/pdf/2607.29468,10,self-evolution + agent,提出SESA（自进化技能增强智能体）框架，通过自我对弈让挑战者生成问题、求解者检索技能，并将失败经验蒸馏为可复用技能写回记忆，形成任务生成与技能记忆双向共演。在七个问答基准上，SESA较SSP平均提升1.2-3.2个点，并超越SkillRL基线0.9个点，证明演化技能记忆能改变策略学习与训练分布。
SciToolAgent-Evo: An Ontology-Aware Self-Evolving Agent for Open-World Scientific Tool Acquisition,2026-07-30,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2607.28692,https://doi.org/10.48550/arxiv.2607.28692,https://doi.org/10.48550/arxiv.2607.28692,24,self-evolution + agent; self-evolving agent,针对大语言模型智能体依赖静态工具空间、难以适应开放世界科学工作流的问题，提出本体感知的自进化智能体SciToolAgent-Evo，通过技能与经验记忆、本体化工具图及LinUCB臂赌门动态平衡探索与利用，在线补全新工具本体。在含900项任务的OpenSciToolBench基准上取得最优性能，验证了鲁棒性与泛化能力。
Self-evolving Agents,2026-07-30,OpenAlex,California Digital Library,https://doi.org/10.48321/d1d7974bd5,https://doi.org/10.48321/d1d7974bd5,https://doi.org/10.48321/d1d7974bd5,24,self-evolution + agent; self-evolving agents,该研究提出自进化框架，用于平面几何推理这一多模态数学智能测试场景。框架能自动生成几何问题、合成可执行图形，并利用可验证的几何表示提供可靠反馈，以训练求解器并提升推理能力。
Training Skills Like Parameters via Self-Supervised Semantic Diffusion,2026-07-30,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2607.27557,https://openalex.org/W7172173065,https://arxiv.org/pdf/2607.27557,20,self-evolution + agent; self-evolving agent,针对大模型在创意写作等专业领域能力不足的问题，提出一种受扩散模型启发的无监督自进化Agent框架，利用高质量人类作品构建自监督信号，通过对比重建损失更新外部文本技能库而非模型权重，在短剧编剧任务上验证了该方法能自主提取通用技能并显著提升领域生成能力。
Frontis-MA1: Training an AI4AI Model towards Recursive Self-Improvement in Machine Learning Engineering,2026-07-30,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172172692,https://arxiv.org/pdf/2607.28568,19,recursive self-improvement; self-evolution + agent,该研究提出OpenMLE开源全栈系统，用于机器学习工程中的递归自我改进研究，并基于此训练Frontis-MA1（35B）元进化智能体。通过执行反馈驱动的四个原子程序进化算子（草拟、改进、调试、交叉）实现学习与进化耦合，在MLE-Bench Lite上显著提升性能，并验证了模型与框架的独立可迁移性。
VeriSkill: A Self-Evolution Framework for Program Verification Skills,2026-07-30,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172172600,https://arxiv.org/pdf/2607.27733,10,self-evolution + agent,针对程序验证中LLM智能体依赖可复用技能的问题，提出自进化框架VeriSkill，将验证失败归因于技能缺陷，提炼诊断特征为可复用经验，并迭代优化技能，仅接受提升验证性能且保持程序语义的修订。实验表明，其在多种验证工具、智能体框架和LLM后端上均优于所有基线。
Rehearse: Stepping Back from the Confidence Cliff in Self-Improving Autoresearch,2026-07-30,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172173061,https://arxiv.org/pdf/2607.27687,10,self-evolution + agent,本研究针对自进化Agent在自动研究循环中预执行判断可靠性下降的问题，提出Rehearse方法。通过分析AutoSOTA日志发现“信心悬崖”现象，即选择性准确率从82.8%降至56.9%。Rehearse采用多方案比较、聚焦结果记忆等轻量技能，将后期准确率提升至83.5%，并在三个循环的4000次训练预算内改善终点性能。
Code Is the Body: Agent-Owned Software Bodies for Recursive Evolution and Descent,2026-07-30,OpenAlex,arXiv (Cornell University),,https://openalex.org/W7172473643,https://arxiv.org/pdf/2607.28691,8,self-evolution + agent,本研究提出OurArk架构，以智能体自有软件实体为核心，支持受控自进化与递归衍生。该实体包含行为代码、提示、工具及测试，记忆与凭据保持私有，模型推理作为可替换外部服务。通过隔离候选变更、人工审查合并及独立版本衍生，实现人机协同开发与选择性局部适应，开源实现Genesis与Enoch验证了递归创建与失败恢复能力。
SkillMentor: LLM Agent Self-Evolution via Learning Blind-Spot Diagnosis,2026-07-29,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2607.27360,https://openalex.org/W7172172116,https://arxiv.org/pdf/2607.27360,24,agent self-evolution; self-evolution + agent,该研究提出SkillMentor框架，将盲点诊断作为智能体可学习能力，通过强化学习训练Mentor策略生成诊断任务、识别失败模式并整理为可复用技能。在AppWorld和BFCLv3基准上，该方法使执行器性能平均提升44.2%，证明无需更新执行器权重或依赖人工数据即可实现自进化。
Living-Harness Is an Interactive-Agent Evolver,2026-07-29,OpenAlex,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2607.26598,https://openalex.org/W7172068729,https://arxiv.org/pdf/2607.26598,20,self-evolution + agent; self-evolving agent,Living-Harness提出一种自进化Agent框架，通过将执行轨迹与评估信号转化为后验证据，并依据领域级进化标准操作程序提取情节抽象与结构化更新证据，以情景记忆和状态图两种形式累积程序性知识，从而在冻结工具与基础上下文的前提下实现Agent交互框架的持续自我改进。在τ²-Bench和MultiWOZ-2.4的八个交互环境中，该方法分别比最强交互基线提升10.07和9.91个百分点的Pass@1指标，并支持跨模型骨干的进化框架状态检索复用。
